game_dir,half,position_sec,label,video_path,video_exists
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,1,2779,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,1,2785,Yellow card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,1,2823,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,22,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,324,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,395,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,406,Red card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,481,Yellow card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,544,Penalty,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,720,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,1211,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,1509,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,2046,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,2266,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,2320,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,2533,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,2722,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,2847,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,2854,Yellow card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,140,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,430,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,482,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,770,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1319,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,1781,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,2044,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,1,2215,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,36,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,236,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,462,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,666,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,792,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,845,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,923,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,1529,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,1544,Yellow card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,1625,Yellow card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,1721,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,1957,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,2235,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,2327,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,2602,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace,2,2696,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Chelsea 1 - 2 Crystal Palace\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,239,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,632,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,876,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,1043,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,1160,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,1340,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,1682,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,1827,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,2263,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,2350,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,2362,Yellow card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,2570,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,1,2579,Yellow card,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\1_720p.mkv,True
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,2,320,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,2,460,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\2_720p.mkv,False
C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford,2,539,Foul,C:\Users\Bisma\AppData\Roaming\Python\Python314\site-packages\SoccerNet\england_epl\2015-2016\2015-08-29 - 17-00 Manchester City 2 - 0 Watford\2_720p.mkv,False
